contract_address,is-upc-groundtruth,is-proxy-groundtruth,implementation-contracts
0x4b0181102a0112a2ef11abee5563bb4a3176c9d7,UPC,Proxy,"['0x3363bae2fc44da742df13cd3ee94b6bb868ea376', '0xa035b9e130f2b1aedc733eefb1c67ba4c503491f']"
0x4b48068864f77261838c7849a12853fb94c77a91,UPC,Proxy,"['0x58fbde612767d7db230dcf0c1d84add069c300ca', '0x9b181e69c0eed86a17790dbd605927e9efae67d2']"
0x4b6b0d450676b77d302d9546213aeaa5d7a41f1a,UPC,Proxy,"['0x07fb1f4dc40b5c2036e339959e6c6d1873f5eac6', '0x728300cc2270a3b8fdfb3b3b31deb54886687fef']"
0x4b92d19c11435614cd49af1b589001b7c08cd4d5,UPC,Proxy,"['0x021ea7548ee9b40d57f47706a605043b05c6c92c', '0xc0a972a3cf8e52167589694d135abb66409f9b30']"
0x4b9e5fe882b2fbb3e098c9a25a8ce66135ed2be4,UPC,Proxy,"['0x977e024f8802a6bb95a61ec5ec6cbdac312cde26', '0x2022658935d7f94e9ace92eb02d24798a42e0c1f']"
0x4ba30fa240047c17fc557b8628799068d4396790,UPC,Proxy,"['0x6f89bb50c6cd4ad9fbab0324e742c50496ff00a2', '0xd365641c875ee9a1dac5eb8668cc1e0f3df093dc']"
0x4bc73348b49f8794fb8b4bdee17b1825e5805dbc,UPC,Proxy,"['0x0f83a9f1e88e6889cab40b1f29194ae0a3cc77d3', '0x8cd552d578cf6388292d10773baae04cc82ce99e']"
0x4bd4df45419147c73d9237388ddf376fab680fe4,UPC,Proxy,"['0x67d58b05646780ffe4044cefe7128080e364fd9b', '0xcda9d7ff4eea9b6d5250c4dfd2961ad0e91e2a17']"
0x4bf633a09bd593f6fb047db3b4c25ef5b9c5b99e,UPC,Proxy,"['0x89241811486f7a39ae2fbc82abec040717020226', '0x9b3be0cc5dd26fd0254088d03d8206792715588b']"
0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,UPC,Proxy,"['0xacedb4eb28eedc7fc05583abe829b7e19a17e50d', '0x095527f5bea113e9575b662c5ba01d990a280f2f', '0x5d43ea064f46bedd2550a3b795b7e4ad46eef430', '0x4b4e1f67c7298d242555eb35d8e5016f0c4f6df4', '0x6927f668feca20b6e8e1a235f5cb683716ce66bb']"
0x4c36d2919e407f0cc2ee3c993ccf8ac26d9ce64e,UPC,Proxy,"['0x82b67a43b69914e611710c62e629dabb2f7ac6ab', '0x54c6dfbb807be694841a0f1b84cbc49d8fc98ed7', '0xe804fe5fb14b02aba636f37fb6e1c7a08b2f4b16', '0x872796bf7fe754754d2bee2c66d7de9b04a5c943', '0x2946f6d458f8cf8723a1d9e95043831d3937461e']"
0x4c3c78cebc9cc87436deed2782998bc002f2b69f,UPC,Proxy,"['0x73403cf462a396df9f4ebde165c3c464a9140b75', '0x71d50868642270ace00e7929a1de798b0cfb32f4', '0xc4e6062a3a7fa246202905b70ecb4da1137e755f', '0xaf6356d7d8b570a1f98aeba86805c980c3da8da4', '0x7b2dd456d6fe55b44cdfb155d02d76b79ab24a85', '0xee4eebbc4696885d6d26e6e07e46cc4c07d865aa', '0x09e15afff1e1fbfcc665a50691d78c2d1a216626']"
0x4c3f88a792325ad51d8c446e1815da10da3d184c,UPC,Proxy,"['0xeb25293808c97f1def991f15f756e00d595520ef', '0x37972736a3cf92e00c8f59ae5e80b3733b622f9e']"
0x4c6f947ae67f572afa4ae0730947de7c874f95ef,UPC,Proxy,"['0x51c6b69e41198f82c354bba8afae66f739ffabe4', '0x9685e7281fb1507b6f141758d80b08752faf0c43', '0xe057511d06d5dc94cf66fc04fab1efe3043daf05', '0x04f6bff0d8491fdc83d0cf0117eda228532074d1', '0xa4b537d94ec347ce97f340df185c3b079dc75760']"
0x4c7bd65a0e84db511ab88a6cbd497ac6935861d0,UPC,Proxy,"['0x9f67f0dd79b74d267c008562aea779a8c09be4fb', '0xb8d677c7cf9b63d224bf75e5ea49a26cd50d0968']"
0x4cad48bf9a362d3576d2aacd5fd0dbd4f9e9fab8,UPC,Proxy,"['0xbd3a6e83f649779fbb13607e24848884a7d64a29', '0x118eea40ead55e96a605c488cb2c93833f89c9a4']"
0x4cb1fa4dceef4ef1b55362cc4eeee6d12611e1a0,UPC,Proxy,"['0x0e58e2faf95d9c9cb5cc05b7e264401a4f259a7b', '0xe1eb242ed10cb83ec1ebf8f98c2ba098bd65243f', '0xd51036655fcb42e0143e1ffce90ff9b34a60571b', '0xce4abec8de55c946c5378e42790be127737a973d']"
0x4ccaf1392a17203edab55a1f2af3079a8ac513e7,UPC,Proxy,"['0xb93450f818ae2ce89bc5d660049753883acbb883', '0xbed6e1ff4363730a56dfdcd6689e5d958085299d']"
0x4ccc2339f87f6c59c6893e1a678c2266ca58dc72,UPC,Proxy,"['0xae1e3ac020ddec3d20c8da5532002fdac62e9f86', '0xcc2fd280a669a4453b30b5e72871ad3e2a2663d0']"
0x4ced59c19f1f3a9eebd670f746b737acf504d1eb,UPC,Proxy,"['0x68df2bb8515b32819f0592f277af6ec0cd85ae08', '0xdf97e3f75252dd34bae1a1fca1c5daa228c5a52b']"
0x4d25e00be9bf9c7f21f6a5dc1f6638ca4d2c5a24,UPC,Proxy,"['0x955613704cf4f99e270e7a470c020f7af1379b95', '0x5f5a656981ee80f4abafaa0c7d4f3bd869c4c9a6']"
0x4d7968ebfd390d5e7926cb3587c39eff2f9fb225,UPC,Proxy,"['0x3b39b724b5412e609feefba7555254dbb4c8b96d', '0x1f30912162776a3930cfc8d044aca17a92d665cf', '0x2303b8a311c17e14aec74400a1242301d85d49c1', '0x612b4367a7ae2cf346dc3759623a9c22102ff8d6', '0xf24aeab628493f82742db68596b532ab8a141057']"
0x4d9ccc16c60a1ee3c9aad15586cc78e81bb1ea70,UPC,Proxy,"['0x943c20eca3f33f2691b50164fb65d5f1d836d870', '0x30581fb32fc1402e5d21fe02e0a5a8640e2a55e3']"
0x4da03759d24ccf01b64a7750be2905a6c84ddcd1,UPC,Proxy,"['0xbf061f61e6375e4f55d912432a51b98c28b9e591', '0x3d2dcd3df15c9bac0f31cec54b1ef82c632f866e']"
0x4da27a545c0c5b758a6ba100e3a049001de870f5,UPC,Proxy,"['0xc0d503b341868a6f6b6e21e0780aa57fdbbca53a', '0xe42f02713aec989132c1755117f768dbea523d2f', '0x74a7a4e7566a2f523986e500ce35b20d343f6741']"
0x4db1d076ed0a3f2bb9b105d96edfb1671916f6ca,UPC,Proxy,"['0x7087537f8833b3f1ae426392cafdba991a4c46a0', '0x7e61ae54c3c3824fa63c0ee1b1febb04dd083bcd']"
0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,UPC,Proxy,"['0x7dfc4ba1ed8f9bd5a2602a42e03e05b0c6a8e6b9', '0xe5db9273e7279f1485b30d8553183e3e29532ca3', '0x3e2198a77fc6b266082b92859092170763548730', '0xc23e3f20340f8ef09c8861a724c29db43ba3eed4', '0xb38634f1192fd4a4864b99a4c9100339815c6450', '0x048cc108763de75e080ad717bd284003aa49ea15', '0xe4b8015ea98fc86d7fde16cdfd1b7a250cd93e2b']"
0x4dcf7407ae5c07f8681e1659f626e114a7667339,UPC,Proxy,"['0x731b65a993c7a4ff10d304d5204afc51033cda4c', '0x2c0edf1f7dbcdb347ed8ce626d4de2221f1d76a2', '0x48c5e896d241afd1aee73ae19259a2e234256a85']"
0x4dd657e0ac3d6eac84b1b3be6da0018d2aa1dbc8,UPC,Proxy,"['0x94b2200d28932679def4a7d08596a229553a994e', '0xe16db319d9da7ce40b666dd2e365a4b8b3c18217']"
0x4ddc034cd5294049570d64d08193c746d4d0a271,UPC,Proxy,"['0x72293f67f0d0b1e95690668f9592ff24ab1a92c5', '0xe4e5867c8c92ebace6ac4767d130bed538bdec68']"
0x4ddc2b9a75b67d8a049475838cf3d1326acc0177,UPC,Proxy,"['0xc7a29dc8b2a24f5fe7008e8f5cd94c5f704c9725', '0xcacdd6e8525491900654c4e3a49fcb3b4ce0aef1']"
0x4deca517d6817b6510798b7328f2314d3003abac,UPC,Proxy,"['0x2303b8a311c17e14aec74400a1242301d85d49c1', '0x35dd16dfa4ea1522c29ddd087e8f076cad0ae5e8', '0x1c91af03a390b4c619b444425b3119e553b5b44b']"
0x4dee4b939371a9957f5f36a26341f40a88eed0cc,UPC,Proxy,"['0x9167b72fbd1241d2c3c991a7940eba98221e28f4', '0xa490fa4159103fae9b63602ccdeb362ef9f8fcf7', '0xc76259e24433c38e6101421d3a5f8eab661b30aa']"
0x4df9bb881e5e61034001440aaaff2fb2932e2883,UPC,Proxy,"['0xc88b5fe767b7eba5cb4b5afc35f30e5f636763ea', '0x4dc79e591a229c6b1162755e77ba00ceacac7be6']"
0x4e31bbadaeabb04b14c59dc2598a6e8f6b55d163,UPC,Proxy,"['0x6192596c5f1a767f2d6665b16c00bb0958d89f4d', '0x81e18e1964628cebf82d396695e5af9e5feae823']"
0x4e352cf164e64adcbad318c3a1e222e9eba4ce42,UPC,Proxy,"['0x0a7f9ee48fb13f0dfae067e9301116f7c35bd7d2', '0x775ceca71307700a8b43063dcc15691db20773e8', '0x1021b725c8c10dc6240c9f1f151095d798906d3c', '0xc9f6db2d12c3ad65570e09cb98190330d20cabc3']"
0x4e3a36a633f63aee0ab57b5054ec78867cb3c0b8,UPC,Proxy,"['0xe9e0ad069325234035ac21bbff76b557b4d52689', '0x599e990b1fa96b6783aec0f37933fe91e8d1e451', '0xe407e96042c1a581dd81daa36d018429e6df882d']"
0x4e49ccded5775a67387913f9b7434fb7138836f2,UPC,Proxy,"['0xee4abd96457c4d86328ad5bc6a0c4148a6d8c77a', '0xc8b151c93793535d1556c2ea3d923ad182bad1d7', '0x725f6a2e62575de738e5322ccc23fd114f1ab2b0', '0x0f46b82776c4f254d8245207862a9286dc2e7c36', '0xd9dd870fd76eff7d3ab33cf72edcdd051b1daaf3', '0xed345a1f8c1c08ffb3f5ef7b313789912e6fa82e', '0x7b433d2e380f9ed4ff266c528501ce274b0688f5']"
0x4e649fa2f3c0ff18b7695d1e1fa371a1999187dc,UPC,Proxy,"['0x1f1f6dfbf150933c62cde0a75a6d6f31acf246b8', '0x41df59c5e559a63ecac65779a8ca8edfce189b8d']"
0x4e713d74957c167f2ddbdca46dadd51946c80fe9,UPC,Proxy,"['0x955613704cf4f99e270e7a470c020f7af1379b95', '0xecc32e3a073afac838c0d1c02ebfebda8fd46641']"
0x4e92b453fb0a9d014b43e82a13a97f8bb295fa9e,UPC,Proxy,"['0x85a72746f4ff8fa46fe0f91b98e0f5ee43efd06c', '0xe0447ecad996722dc3ec91302b642dfd38a47fba', '0x8ead00c633e26d513340b292b6dec0c279a15142', '0xe1bf04d7bcef1e04a1d08d83057c1335aec765de', '0xecb803f4bffb32798290b234c72cf88d0a103c15', '0x1928dd9f6c0a24ebecaf130ee4d8f9c585a27054', '0x5fe7aebd46d927fde010a05cb4c257af11826d11', '0x79142db98fb68adb3e8b56db1a388dd0fffb3df8', '0x39fc9f45edde4863bfbc22de3e3656cd82fb124d']"
0x4eb4ec9625896fc6d6bb710e6df61c20f4baa6d7,UPC,Proxy,"['0xb24633bacc60bb1f907633c4c507f6e6d5bc1f44', '0x3f9888ca07aeaceb84616a0f70318302ac1f3863', '0x0715a829d47be2c8cecfd116ef5a4cc8c913c965']"
0x4eb7440e6b9341505f86096efb4019eab287f611,UPC,Proxy,"['0x67e70eeb9dd170f7b4a9ef620720c9069d5e706c', '0x67db14e73c2dce786b5bbbfa4d010deab4bbfcf9']"
0x4ee5f270572285776814e32952446e9b7ee15c86,UPC,Proxy,"['0x46735ee307f28da36f2b4985c80bb0905ddbe56f', '0x7a23b6531de1ee84163a154953aa020c757cc034', '0xfa67be664d34c7b2e3d360f831219a96185cb8be', '0x83df7f07565d131b0794a4957aa1dd04a4f5d976', '0xa53689cbdff2efdb82e1d2484c8c87c0adf182dd', '0xc4a895b2c8e0b8cdf9422691feb1d9d0054395eb']"
0x4f12c9dabb5319a252463e6028ca833f1164d045,UPC,Proxy,"['0xfbfb922aa45f8e45d7f05bf83a15b4b6723f0aa9', '0x4f08008ef178929e3866f1aeea75beaa8b909b9e', '0xe3d7a35cc516f383dbab40ad169ec41e1c287a27']"
0x4f16a20450d36bfb3e3926df357f1405d79ff81e,UPC,Proxy,"['0xa6f8b3ce684e37144745daccb3ef3596e8ee745a', '0x65fb09517cc90ad0539c1ed2c52fb4e68c3822ac', '0x6919848d4616c39b0616358cd200084269ade011', '0x535168c0934e042828fe347bd4872c96e0382564', '0x11ee6635a86ba60fe6ab1e807fa374c697233b73', '0x83cd6d17c4e74b47fcfbb2e755006222e33b0f15', '0xd8c163ec3fd1610a81b86c914fbc25ec259b8ac4', '0xc6bc6bca1d2702e925aa323d2640710779860c1a', '0x63511f47eb028ac60807290fc9250898f5eee07c']"
0x4f38892c16bfbb4f4f7424eefaa9767f4e922073,UPC,Proxy,"['0x6dfc8b880d6c1043bebb6eb2346913185ce1b48b', '0x454bb75c7dbca9092981a7d4f641fac02e49665b', '0xb542d5cb34ef265fb87c170181127332f7797369']"
0x4f3e7a4566320b2709fd1986f2e9f84053d3e2a0,UPC,Proxy,"['0xa0fc97f346f61e955c5e6bdaa442c14333968aa4', '0x01d10fdc6b484be380144df12eb6c75387efc49b', '0xda2339c0d2b3fba2f31e5bf748fc7a23751fb622', '0xedb5a82016c95b0f6099ec51f463691fa2ba02b9']"
0x4f694372ced64b8cf389a04f13e67ac0035a6449,UPC,Proxy,"['0x9e49efc8b5d2e30fc41f9a56affba7821086af22', '0x0092c3f81bc7d630dd1f885d0be67047f54d5af1', '0x29af464979a9aae9da65b27692556a44eb48e26e', '0x39c3efb6075a26d62ebce532c87147b5d1d8d68d']"
0x4f91f01ce8ec07c9b1f6a82c18811848254917ab,UPC,Proxy,"['0x18fdeaf9ecc8f6c985d73fed10a12f4bf580c52f', '0xc0534d886b6f6b1a82633c0dc7177141cff70060']"
0x4f93825a4d7f58899693c64f9b2cbbac3b5b04ab,UPC,Proxy,"['0xd68b055fb444d136e3ac4df023f4c42334f06395', '0xb54613678c36dd51e75236060060a13d44597d82']"
0x4fcb8f78be96ecf61ccbf05b9cfdbb8466f6c732,UPC,Proxy,"['0x0ca7c9b54158b952c0c3c1c85e020518cf97a40f', '0x27426391606d7d1043c74ac8427833e19ede87a3', '0x47b462e9c0b045d52daf876423a4617c8711dbfd', '0x6b0f56161b505c1e1399ec997e41c13cd2c6acc7', '0xe99abed499b8576401c9487c4d8543f04266b91b', '0x750486f937636e7b2a380a668bacc4fac9d15255']"
0x4ff5acbfd08b41c2250bd42b9b98700422986649,UPC,Proxy,"['0x10fc7e5af0abeeb42f947a15d1fdbcc9651c4f55', '0x77bbecc4742c1de5a6008597aa2e2d902b330035', '0xfcbbdeb5ef29c62013f17f9a14a290b5df81d81d', '0x0fdb7356bb5c2a92eae65ea4c1842d9c02bd231e', '0x167d9e1402eeb07c18a3f775256cbc0906f5aed3', '0x22e4723284976814d905f59d3dec6987e65db59c']"
0x4ffc92ddd9439c93fc79dd5560e06026a445037d,UPC,Proxy,"['0x65d39ec3d0f6565779b6e3666ff76da0455fd252', '0x322401fff76dda9cea5595aaa90d062798907bde', '0x817f71bedd444ed56fb5140548047a51805e123e', '0x71d62518a562a4c48ed28d9864cfb99ed6818143']"
0x501804b374ef06fa9c427476147ac09f1551b9a0,UPC,Proxy,"['0x8cd68a1e0b79150455c5498882d5d5d3df2dde08', '0xf6c1a36a200c9acc5046a86037ffbe4e0ecb2d6a', '0x84cb50ca45279397cd03fb94232d52078790f8e6', '0x0ed143d1d6d98f10db7151b66d76aa3956072b5a', '0x3675c3521f8a6876c8287e9bb51e056862d1399b']"
0x502c28f523636251beeff8bcd5023ecd1bbb8b3a,UPC,Proxy,"['0x385a8c45933076e2517da1272fca30a3f2319633', '0x03efb9806237b4394efc279d95783d54d58583d0', '0xdc273c54d12e64c131d847e681a65ecab7b41bde', '0x71d5f34764b313302e6852e4d5dbbd492e892b91', '0x43da81c7459353149f4e742eba860bcd1144078e', '0x5f6de78afbd104b5a0caa717e2c7e0d37d845605', '0xf529783b700cd4ea03af0c104d631417a6533620', '0xdbcd0e1f8b5eec3565bfd58b80f314195b8900d4']"
0x502e90e092cd08e6630e8e1ce426fc6d8adb3975,UPC,Proxy,"['0x7721ac9c664a7284b1c6def0381669af62906c01', '0xe879f44e6e0002629a4ee8dc5bdfb8fb7d096f96', '0x68907fca073911e17c577bfb949baa7d9ccaf484', '0x3193704eabc859d652bffea6a89dd5f40e9458c5', '0x979438c8a43122e8f841abd32905889cd1a14b15', '0xcf61e639238606b14ccdf09c63f5762fb1534ffa', '0xfacfbce2095a26d0c536df62dcdd563926a69380', '0x2c866fddf7b1aa1ae27e2e90ae91c3a4241f2bfc', '0x061f57ea8383558a7e20f84948d0f11a6e1bcde2', '0x4bc1143b887bb0a1d8c435e3c44cebb75f3bb24b', '0x059afb3b37a66868804ecf1a4a14eaa2be548880', '0x35d03780f32deb5218197e6664d15b40eaa347c4']"
0x502f11922661d072f91b73ae981eeedb236cb944,UPC,Proxy,"['0x5970b58267e4f4a8abc3a76211ef69e17ace5a58', '0x8f5143d37e0d873f8c994cd533652336dc6a0ffb']"
0x50359d94ce3cfac3c2d168cf915e46fb34d69df8,UPC,Proxy,"['0xb2b3f9e474d1cefb188ce14848b177974f5f1d0b', '0x22d149bfd09cf7b09cbba6252389cbd60542a032']"
0x50379f632ca68d36e50cfbc8f78fe16bd1499d1e,UPC,Proxy,"['0xb54613678c36dd51e75236060060a13d44597d82', '0xb542d5cb34ef265fb87c170181127332f7797369']"
0x50489ff5f879a44c87bba85287729d663b18ced5,UPC,Proxy,"['0x4d34215d514d8682fc5af3652000d1ea2a325315', '0xfa0d42cb9a091efa2bc9b590b84dadff9fed2adf', '0x1f10895ea66eb478d0ea512c32183f820e2f4503', '0x65b2b8fe3b232bebdd08599722a32b822e7b35cb', '0x52cb3c4c69bca70bc2b12e590cfdc185d70fc7d1', '0x6ec667d1effc831ad4928ec7848b6ffa900a6359', '0xd2bc67ad0d1fee4f4222496d2a554e0f0b8056ae']"
0x5069be6fd1a39ecd775322ef6b05d1fde91caa14,UPC,Proxy,"['0x5639e5e6bde6aec9f81b599277b6b5c1555c6ec0', '0x31421e91c476fc9aadb112ad009a4748d9e69ade', '0xda7ff8bd0e7ef0967b8a849e3121c7ee709b8f25']"
0x50f8d7f4db16aa926497993f020364f739edb988,UPC,Proxy,"['0x213e547cb9f3abb34720e8643aec87f55362c2ec', '0xf0d67691da5ad3813aaf412756d61f0f4390c6d2']"
0x5117d9453cc9be8c3fbfba4ae3b858d18fe45903,UPC,Proxy,"['0x67e70eeb9dd170f7b4a9ef620720c9069d5e706c', '0x67db14e73c2dce786b5bbbfa4d010deab4bbfcf9']"
0x5124324e4f185c55dff566a71d8666fef0297cd7,UPC,Proxy,"['0xd49b090e3e959cb34f8b6f485d7af56bc48394aa', '0xb42dfd999b281db2bc7d0c153c6b457c8b8580fa', '0xe5bc57e916c14ae45285631e75a640a3be918995']"
0x513fb60037240205a0cf17c260257097d747bd46,UPC,Proxy,"['0xa2ed5c6d6716a7bb30f344acb8241bf806faafe0', '0x0e12e9aba385c36cad25858f2fdb8b5e3b3d8d16', '0x2260214a5e4fd9a91d68fbea86ab4ba85d64e53e']"
0x51654a8c04e97424724e1643d468b51924f6c40f,UPC,Proxy,"['0xa9f731e5122953791b69180978edf3a03d285771', '0xb883f041c0fe3992197ff051644a507c6896c718']"
0x5165d24277cd063f5ac44efd447b27025e888f37,UPC,Proxy,"['0x1cc1cf0afe797b96bd66a194f0bf2f37040bf326', '0x9de0c020a50df672da5e627fe3dc86ba01c242b8']"
0x517b091fdb87a42c879bbb849444e76a324d53c8,UPC,Proxy,"['0x2ae121c3ef0b245038c30871972c0390d594d76e', '0x095241dc0c626f5376ac832e904a84ad91086083']"
0x519afed29129a53e2894cfb2e3bafc5261fb42a2,UPC,Proxy,"['0xcf1fc156678612c127b67e5b8b015862e5b1f4e7', '0x75c4278a71ebfc509555869c6a8967a942f24091']"
0x51da0a7340874674c488b67200d007e422667650,UPC,Proxy,"['0x43ba9e3bca95c0f0a831ff60e3344a8ba9389261', '0x817f71bedd444ed56fb5140548047a51805e123e', '0x322401fff76dda9cea5595aaa90d062798907bde', '0x71d62518a562a4c48ed28d9864cfb99ed6818143', '0x65d39ec3d0f6565779b6e3666ff76da0455fd252', '0x8e2dbfc3b8ce40209a5211d76a780c97611c5eff']"
0x51e6775b7be2ea1d20ca02cfeeb04453366e72c8,UPC,Proxy,"['0xb0d57b1ee0c852092e7c2dcae4dbb108262776a9', '0x0d4de33e48407b1835d9cea0b2ec9231b6369629', '0xea872d296569ae9b016d8f6bdd49a1402d9e159e', '0x1a00a52c870c527c5575c3a0bbbd0e170b44fe69', '0xcd1d225f9d0b8caf0802e79f9870b0f035df9842', '0x72ad8e74502fd71f604c2fcf736ca15ea025a1b0', '0xaeebc77165187eca20dd30ee55acef6b6639f690', '0x90bdbb48597bf9f66fe4469904387e2fdb821fe2']"
0x51f48b638f82e8765f7a26373a2cb4ccb10c07af,UPC,Proxy,"['0x3c710b981f5ef28da1807ce7ed3f2a28580e0754', '0x8dc840cead11a46f59c65b1697698a2b60fa0789', '0x852dc31074d42beb1ee8fba7829cb5bd4d68aaf3', '0xe9ea58efb13733d413365f02ea52b21d25f0ceb6', '0xcc44572b57372dac502bcd784705e083779b2afc']"
0x51fe22abaf4a26631b2913e417c0560d547797a7,UPC,Proxy,"['0xe09e56c778d24859aa12a731c430921ed811d38a', '0x12a8865194a29571958711764f8faacd568e20fa']"
0x520d25b08080296db66fd9f268ae279b66a8effb,UPC,Proxy,"['0xa5abe2db3c695ee985d151c49070db9d1b221612', '0xb3561fdf0ffb172390183946cc9756421e30b7eb', '0xeabd6f0655e5ac9c18b5b24b41878de49c5ce516', '0x61227836eeb8320d74326eac5e9e85eed7837ee9']"
0x522bb024c339a12be1a47229546f288c40b62d29,UPC,Proxy,"['0xda2339c0d2b3fba2f31e5bf748fc7a23751fb622', '0xedb5a82016c95b0f6099ec51f463691fa2ba02b9', '0x01d10fdc6b484be380144df12eb6c75387efc49b']"
0x523effc8bfefc2948211a05a905f761cba5e8e9e,UPC,Proxy,"['0x8dc840cead11a46f59c65b1697698a2b60fa0789', '0x3c710b981f5ef28da1807ce7ed3f2a28580e0754']"
0x525fd19d7e9b5191c27ec61b0b59c150c1fd9e2d,UPC,Proxy,"['0x5fe5deef0718ba4098b1662f33d33ec7dea45489', '0x88d54be256fc0c16b996e6f7ef18e8478fe06afb']"
0x5274891bec421b39d23760c04a6755ecb444797c,UPC,Proxy,"['0x2854a270fe9c839ffe453e9178d1cfef109d6b8e', '0x577d963246d28dbe0dc579048adda421b054924a', '0x6ca26545370978cf2b8c210913d8775d02c840e1', '0x6161e1144298f24e2d524263025e6c0292a8c01a', '0xea091ed7146e2c3cf3ac11fa296e206e55177b30', '0xb692e908d11a3048afdf68fa89550c2d638d046d', '0xf6abb2d18ac5428be3eb8971716f554427eb2a9e', '0xd133552be9724b501e1ee9c257e34e07317b5db6', '0x2fec85c0eaaace2b24926eabbf8373b26240931a', '0x0b4210c5755dbdba59fd96e55e4d24f40176b3ae', '0x375d170b98da0e5394edf3ab2ba1e9360f9c29c6']"
0x5283c64357b74787e3c33718133a665959e4ef81,UPC,Proxy,"['0x42099631f9dd4d607ffaee30f23b50f02a6c42b8', '0x0d3e81991c7e5eeec4d7c52fe49a0ba6578b64ee']"
0x5290e9582b4fb706eadf87bb1c129e897e04d06d,UPC,Proxy,"['0xa8fc9c6b26bbcc8affd35390ab68464d005c1fa4', '0x5462510a03d76acbd31deba349a9641d84ff5ae7', '0x4413198fcc3a57255e93dbce6c15ff6549ec7ac8', '0xef974376054490c8d87b8438b4cec00391ac05b9', '0xb93853bda2236ade7085e15f5ad5de988b8af28c', '0xf7bd436a05678b647d74a88ffcf4445efc43bdfc', '0x1e2865ee982a15529af73cb7394d7bdad4c4e105']"
0x529b4b8d74724f78a59317ef61b287e8e4db377f,UPC,Proxy,"['0x361faa33722f3d44d39b2de2d5c7363858f51098', '0xb976e366c8af5399bbd6e85f0251cb6f1a0862e0', '0xc949b31b6a2d00e542b37282d0ad9391268fb535', '0xa0195287106290b8573b8c105142eeea940aea01']"
0x52d3dee323cad55160f6d316f0ecf0580d61c021,UPC,Proxy,"['0xe99abed499b8576401c9487c4d8543f04266b91b', '0x47b462e9c0b045d52daf876423a4617c8711dbfd', '0x750486f937636e7b2a380a668bacc4fac9d15255', '0x27426391606d7d1043c74ac8427833e19ede87a3', '0x6b0f56161b505c1e1399ec997e41c13cd2c6acc7', '0x0ca7c9b54158b952c0c3c1c85e020518cf97a40f']"
0x52d61a0aa88170b6ebdea25be1561e5665e6481b,UPC,Proxy,"['0x322401fff76dda9cea5595aaa90d062798907bde', '0x8e2dbfc3b8ce40209a5211d76a780c97611c5eff', '0x817f71bedd444ed56fb5140548047a51805e123e', '0x71d62518a562a4c48ed28d9864cfb99ed6818143', '0x65d39ec3d0f6565779b6e3666ff76da0455fd252']"
0x52d9b490db0a311c089531c7865ef810a87eb103,UPC,Proxy,"['0xd3949458aa615a5f2d6830b71853a3d84fc9814f', '0xbff6dda7562a4621ab3af4035f445c281d116c36']"
0x535b1d55b27e6e2463619cb453a8356e75bb556d,UPC,Proxy,"['0x366a6677fe197e3f1e76eb0f7cd2aaf35939d51a', '0x6bdbd1adbf93d24ef55fb35d23d695c8f82c6d6a']"
0x53773e034d9784153471813dacaff53dbbb78e8c,UPC,Proxy,"['0x280ed02db2b90e37c1de2cc33aefdb110e572577', '0xeb74e0ef154f29d7ace73d72b88bf1f28137c733', '0x24ab80935f568e8032253bef349ca3b6097e24c6', '0x51a5a8f2487ddd446672868d95347b7cbe041f8b', '0x5d4c0a7f6888e80a86c8ee5d2660c216cfea1b51', '0x21438c87e749920625dc3bd2742a3e879caf6c72', '0x4079d9bf9dfc452d0a07780b11b3d133d5734177', '0x8a0eff819d7e197ee79ff3fef520fe56a2c36ca5', '0xc5c897e875ccd15ba1bf96fcdcd8c874c80c2a1b', '0x01f1d8744469da81dbb6b7d3e9811f10029365e7']"
0x53aa48b2ac0071a6ce61ddb3ba4e41d395b2db51,UPC,Proxy,"['0x41a98fb8c34b42402b14a37e18c60efc3c1be51b', '0x030c8eb47f720482f7fac6f1d066431f0c3a7de3']"
0x53b981389cfc5dcda2dc2e903147b5dd0e985f44,UPC,Proxy,"['0xf381e8a36bc4aa7ebd9141c017765e6706e622d1', '0xa014a485d64efb236423004ab1a99c0aaa97a549', '0xb701a741a0f1e75841e9c76a6dd3aa3c386cb97f']"
0x53c8e199eb2cb7c01543c137078a038937a68e40,UPC,Proxy,"['0x4da27cd2ae34a9e1776ed01747a071c17fa0b2cf', '0xbabae0e133cd5a6836a63820284ccd8b14d9272a', '0xa762292a6a7fd944db1fe9389921e6f639b4c9e8']"
0x53ca51ba980b6475c13d158c1825013cf81038fc,UPC,Proxy,"['0x862efd363a5577652500972bd983785b0637ff2f', '0x2ac0fd04696e0d1babf3130b3d38c159d4eaa9e9', '0xd05b4269f1da873bb7113f7f44980f5ef21fa75a', '0xddcbd00f388c342b52a5915c2f260f0e113a914d', '0xe807911ff6a523b05876aadd10c10c5e989bbe46']"
0x53ca7a9d09fd07b132963c2efd14dbd5ed0f0cae,UPC,Proxy,"['0xbdaddc6a1321ed458b53ab9e51dc0de8dba78d43', '0x60884c8faad1b30b1c76100da92b76ed3af849ba', '0xd77e28a1b9a9cfe1fc2eee70e391c05d25853cbf']"
